scenario,theta_rmse,cvrmse_electricity_pct,cvrmse_gas_pct,avg_inference_time_sec
exp1_clean,0.23954197557144286,3.6386581450629985,4.3117952081911906,0.08727575083406312
exp2_noise,0.25667340417246925,4.225970809091055,4.494109795604869,0.08878464749844474
exp3_noise_missing,0.2968772187253567,9.514447241758822,5.821795987157109,0.08863449875025253
